    Lattice  Optimization  Initial_spin_angle    Qx    Qy  Ray  Spin_rotation_per_turn_(deg)  Max_|dθ|_element  vector      x0   y0     d0
------------------------------------------------------------------------------------------------------------------------------------------
MAGNETIC_2P            NC                   0  0.67  0.37  Ref             58.88333765353025                60     Ref     nan  nan    nan
MAGNETIC_2P            NC                   0  0.67  0.37    2             58.89781658058752                24       2   0.001  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    3             58.90504910459296                24       3  0.0015  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    4              58.9122720463565                24       4   0.002  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    5             58.91949649860936                24       5  0.0025  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    6             58.92671136146403                24       6   0.003  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    7             58.93391662902232                24       7  0.0035  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    8              58.9411234009712                24       8   0.004  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37    9             58.94832057046406                24       9  0.0045  0.0    0.0
MAGNETIC_2P            NC                   0  0.67  0.37   10              58.8907519102042                53      10     0.0  0.0  0.001


================================================================================
Contribution of element types to spin rotation
================================================================================


Ray 1
Element  Count      Total_rotation  Total_abs_rotation  Mean_abs_rotation   Max_abs_rotation
    SFP      4                    0.0                   0.0                   0.0                   0.0


Ray 7
Element  Count         Total_rotation   Total_abs_rotation     Mean_abs_rotation      Max_abs_rotation
------------------------------------------------------------------------------------------------------
     BM     12     58.883335633308285   58.883335633308285     4.906944636109023    4.9196483252075875
     QF     12  0.0002699954497860091  0.36240722797687575  0.030200602331406312  0.045697209654559146
    QF1      4    0.05693819535212441  0.16447514324644175   0.04111878581161044  0.055361753370583244
     QD     14    -0.0120493715734044  0.14360563018263744  0.010257545013045532  0.016577244184508743
    QD1      2   0.005420470149271495  0.01910640615291115  0.009553203076455574  0.012263438151091322
     O4     14                    0.0                  0.0                   0.0                   0.0
     O2     28                    0.0                  0.0                   0.0                   0.0
    OBM      4                    0.0                  0.0                   0.0                   0.0
    SDP      4                    0.0                  0.0                   0.0                   0.0
    SFN      2                    0.0                  0.0                   0.0                   0.0
    SFP      4                    0.0                  0.0                   0.0                   0.0


Ray 8
Element  Count          Total_rotation   Total_abs_rotation     Mean_abs_rotation      Max_abs_rotation
-------------------------------------------------------------------------------------------------------
     BM     12       58.88335634887012    58.88335634887012     4.906946362405844    4.9214667832828844
     QF     12  0.00034301851224061153  0.41415877816703794   0.03451323151391983  0.052227063395507756
    QF1      4     0.06503719046311573  0.18800861942429492   0.04700215485607373   0.06327186174785027
     QD     14   -0.013810445942465558  0.16415860335024396  0.011725614525017426   0.01894665393917805
    QD1      2    0.006193353185551587  0.02182292380400952   0.01091146190200476  0.014008138494780553
     O4     14                     0.0                  0.0                   0.0                   0.0
     O2     28                     0.0                  0.0                   0.0                   0.0
    OBM      4                     0.0                  0.0                   0.0                   0.0
    SDP      4                     0.0                  0.0                   0.0                   0.0
    SFN      2                     0.0                  0.0                   0.0                   0.0
    SFP      4                     0.0                  0.0                   0.0                   0.0


Ray 9
Element  Count          Total_rotation    Total_abs_rotation     Mean_abs_rotation      Max_abs_rotation
--------------------------------------------------------------------------------------------------------
     BM     12       58.88333750604701     58.88333750604702     4.906944792170585     4.923281778174886
     QF     12  0.00043529082983173595    0.4658816357375164   0.03882346964479303   0.05875865888981657
    QF1      4     0.07312533698771517   0.21155683717515217   0.05288920929378804    0.0711790059243711
     QD     14   -0.015563982489163422   0.18470907372937145  0.013193505266383675  0.021314633893954493
    QD1      2    0.006986900285028241  0.024544368436863806  0.012272184218431903  0.015765634360946024
     O4     14                     0.0                   0.0                   0.0                   0.0
     O2     28                     0.0                   0.0                   0.0                   0.0
    OBM      4                     0.0                   0.0                   0.0                   0.0
    SDP      4                     0.0                   0.0                   0.0                   0.0
    SFN      2                     0.0                   0.0                   0.0                   0.0
    SFP      4                     0.0                   0.0                   0.0                   0.0


Ray 10
Element  Count          Total_rotation      Total_abs_rotation      Mean_abs_rotation       Max_abs_rotation
------------------------------------------------------------------------------------------------------------
     BM     12      58.987724700208794      58.987724700208794      4.915643725017399      4.920340647078447
     QF     12    -0.20233809094189503     0.20233809094189503   0.016861507578491253   0.041053519566034424
     QD     14      0.1053384811739555     0.10535392556342416  0.0075252803973874394   0.013428571867454053
    QF1      4  2.8383616012206403e-05  2.8383616012206403e-05  7.095904003051601e-06  7.865881158863886e-06
     O2     28                     0.0                     0.0                    0.0                    0.0
     O4     14                     0.0                     0.0                    0.0                    0.0
    OBM      4                     0.0                     0.0                    0.0                    0.0
    QD1      2                     0.0                     0.0                    0.0                    0.0
    SDP      4                     0.0                     0.0                    0.0                    0.0
    SFN      2                     0.0                     0.0                    0.0                    0.0
    SFP      4                     0.0                     0.0                    0.0                    0.0
